source_index,target_index,source_entity,target_entity,type,count
C0040405,C0441633,ct,scan,modify,305
C0205081,C0442800,moderately,enlarged,modify,304
C0205322,C0004144,persistent,atelectasis,modify,304
C0175895,C0018188,calcified,granuloma,modify,303
C0521530,bibasilar,consolidation,bibasilar,located_at,349
C0205194,C0449774,coarse,pattern,modify,302
C0178587,C0024109,density,lung,located_at,302
C0019270,hiatal,hernia,hiatal,located_at,338
C0085590,svc,catheter,svc,located_at,302
C0024109,C0140145,lung,apex,located_at,471
C0238767,airspace,bilateral,airspace,modify,300
C0205081,C0032326,moderate,pneumothorax,modify,299
remaining,C0449468,remain,volumes,modify,299
C0442822,C0032326,trace,pneumothorax,modify,298
C1547225,C0205400,mild,thickening,modify,295
C0205090,bibasilar,right,bibasilar,modify,293
C0179740,arm,picc,arm,located_at,293
C0449584,C0521530,opacification,consolidation,suggestive_of,291
prominence,C0522501,prominence,markings,located_at,316
C0392747,C0025066,changes,mediastinum,located_at,298
C0449584,C1184146,opacification,basilar,located_at,299
C0205090,side,right,side,modify,287
C1547225,C0205217,mild,increase,modify,287
C0029053,C0596790,opacities,interstitial,located_at,506
grossly,clear,grossly,clear,modify,285
C0205090,C0027530,right,neck,modify,284
C0035139,C0184252,replacement,valve,located_at,318
C0205178,C0016658,acute,fracture,modify,284
C0443246,C0037004,left,shoulder,modify,283
C0441994,svc,lower,svc,modify,282
grossly,C0678594,grossly,structures,modify,281
C0443246,C0018792,left,atrial,modify,281
large,C0032326,large,pneumothorax,modify,281
C0205251,C0024109,low,lung,modify,280
C0238767,pleuraleffusion,bilateral,pleuraleffusions,modify,280
C0205360,C0449830,stable,configuration,modify,279
C0012359,C0038351,distention,stomach,located_at,295
C0521530,C0004144,consolidation,atelectasis,suggestive_of,305
C0205090,C0205150,right,hilar,modify,278
lateral,C1547011,lateral,aspect,modify,278
C0332466,C1523994,fusion,hardware,modify,285
C0013990,C0817096,emphysema,chest,located_at,277
tiny,C0013687,tiny,effusion,modify,274
slightly,prominent,slightly,prominent,modify,274
C1521721,C0175730,supporting,tubes,modify,274
C0746591,C0184252,mitral,valve,located_at,362
subsequent,C0582103,subsequent,examination,modify,273
C0443246,C0020164,left,humeral,modify,272
C0029053,C0444598,opacities,mid,located_at,283
C0205171,C0043299,single,x-ray,modify,271
C0542339,C0441889,below,level,modify,270
C0205277,C0302908,loculated,fluid,modify,270
slightly,C0332271,slightly,worsened,modify,268
C0024090,C0037949,lumbar,spine,located_at,268
C0184511,C0013687,improved,effusion,modify,268
C0013687,C0024109,effusion,lung,located_at,268
lateral,C0016538,lateral,projection,modify,266
normal,C0449830,normal,configuration,modify,266
C0205108,svc,distal,svc,modify,266
C0205090,pigtail,right,pigtail,modify,265
C0443246,brachiocephalic,left,brachiocephalic,modify,264
C0441587,C0180499,placement,drain,located_at,265
C0522501,C0018800,marked,cardiomegaly,modify,262
grossly,C0205360,grossly,stable,modify,261
C0205197,C0449584,complete,opacification,modify,260
C0238767,C0449774,bilateral,pattern,modify,260
C0205322,C0439775,persistent,elevation,modify,260
blunting,costophrenic,blunting,costophrenic,located_at,260
C0036525,C0012634,metastatic,disease,located_at,259
C0441994,zones,lower,zones,modify,259
C0038257,C0332835,stent,graft,located_at,305
osteopenic,C0262950,osteopenic,bones,located_at,258
bilaterally,C0449468,bilaterally,volumes,modify,258
hazy,C0449584,hazy,opacification,modify,258
diffuse,C0013604,diffuse,edema,modify,258
prominent,C0029053,prominent,opacities,modify,257
C0175730ng,C0175730,ng tube,tube,modify,257
C0443246,C0929176,left,hilum,modify,255
C1705504,brachiocephalic,tip,brachiocephalic,located_at,255
C0443246,pigtail,left,pigtail,modify,255
C0439801,C0449911,limited,view,modify,254
C0443246,C0027530,left,neck,modify,253
C1609982,C0029053,residual,opacity,modify,253
C0029053,C0032225,opacities,pleural,located_at,260
prominent,C4068833,prominent,vascularity,modify,252
new,C0205132,new,line,modify,252
C0443246,side,left,side,modify,252
normal,C0005847,normal,vessels,modify,252
C0205090,C0442143,right,paratracheal,modify,252
lead,C0972395,lead,aicd,modify,278
consolidations,C0024109,consolidations,lungs,located_at,250
C0443246,perihilar,left,perihilar,modify,248
removed,C0085590,removed,catheter,modify,249
C0441994,C0027530,lower,neck,modify,248
C0443246,bibasilar,left,bibasilar,modify,248
C0205090,pleuraleffusion,right,pleuraleffusion,modify,247
two,C0180499,two,drains,modify,247
fourth,C0035561,fourth,rib,modify,247
C0744316,C0205144,gastroesophageal,junction,located_at,246
C4697772,C0184252,bioprosthetic,valve,modify,246
C0733755,C0085590,positioning,catheter,located_at,271
C0442800,cardiomediastinal,enlarged,cardiomediastinal,located_at,245
similar,C0733755,similar,position,modify,245
biapical,C0032225,biapical,pleural,modify,244
C0029053,C0140145,opacity,apex,located_at,243
C0205360,C0020564,stable,enlargement,modify,243
C0392756,C0032326,decreased,pneumothorax,modify,246
C0175722,C0008320,clips,cholecystectomy,located_at,249
C0441994,C1710706,lower,zone,modify,242
C0205284,C0086296,margin,film,located_at,242
C0238767,C0796494,bilateral,lobe,modify,242
C1282910,svc,upper,svc,modify,242
near,C0205197,near,complete,modify,241
C1514893,C0032326,resolved,pneumothorax,modify,244
C0029053,C0934569,opacity,hemithorax,located_at,240
C0238767,hila,bilateral,hila,modify,240
stranding,C0029053,stranding,opacities,modify,239
C0008767,C0024109,scarring,lung,located_at,243
small,C0029053,small,opacity,modify,238
C0205108,C0014876,distal,esophagus,modify,238
similar,C0449830,similar,configuration,modify,238
C0205178,C0262950,acute,osseous,modify,237
C1514893,C0013604,resolution,edema,suggestive_of,236
interval,C0556030,interval,repositioning,modify,239
C0521324,C0678594,skeletal,structures,located_at,235
C0008767,C0032225,scarring,pleural,located_at,257
C0205090,C0332469,right,fissure,modify,234
bilaterally,C0024109,bilaterally,lungs,modify,235
C0442739,C0521530,unchanged,consolidation,modify,235
aeration,C0796494,aeration,lobe,located_at,234
similar,C0029053,similar,opacities,modify,232
C0553534,C0449438,cardiopulmonary,status,located_at,232
C0085590,C0003842,catheter,artery,located_at,238
within,C0456389,within,size,modify,231
C0205090,internaljugular,right,internaljugular,modify,231
C1705504,C0205284,tip,margin,located_at,230
C0449584,C0013687,opacification,effusion,suggestive_of,231
C1279919,C0521530,early,consolidation,modify,229
C0015302,C0037949,osteophytosis,spine,located_at,229
C0332152,C0086296,prior,film,modify,228
consistent,C0013604,consistent,edema,suggestive_of,228
aerated,C0024109,aerated,lung,modify,229
C1123023,C0524724,skin,staples,located_at,339
C0205090,C0025066,right,mediastinum,modify,227
expanded,C0024109,expanded,lungs,modify,227
C0443246,C0810633,left-sided,pacemaker,modify,230
rounded,C0029053,rounded,opacity,modify,226
C0013990,C0027530,emphysema,neck,located_at,227
C0443157,C0817096,bony,thorax,modify,228
C0750532,tortuous,mildly,tortuous,modify,226
C0332835,C0024109,transplant,lung,located_at,424
C0543467,C0180499,surgical,drain,modify,225
C0695640,C0022417,acromioclavicular,joints,located_at,233
C0018896,C0025080,assist,device,modify,228
C0205217,C0521530,increased,consolidation,modify,224
mainstem,C0006255,mainstem,bronchus,located_at,226
noevidence,C0032326,noevidence,pneumothorax,modify,223
lead,C3470541,lead,pacer,located_at,249
C0205094,C0035561,anterior,rib,modify,223
C1880497,C0001861,free,air,modify,222
central,C0085590,central,catheter,modify,222
C0085590,C0817096,catheter,chest,located_at,232
C0018800,C0817096,cardiomegaly,chest,located_at,221
rightinternal,jugular,rightinternal,jugular,modify,220
C1514893,C0013687,resolved,effusion,modify,220
C0012634,C1883067,disease,space,located_at,231
cuffing,peribronchial,cuffing,peribronchial,located_at,234
C0040405,C0817096,ct,chest,located_at,371
C0032225,C0085590,pleural,catheter,located_at,414
C1547225,C0020564,mild,enlargement,modify,217
partially,C0205277,partially,loculated,modify,216
C0972395,C0677535,aicd,wall,located_at,214
C0700364,C0817096,appearance,chest,located_at,214
C0441994,C0934569,lower,hemithorax,modify,214
bilaterally,clear,bilaterally,clear,modify,213
C0185792,C0038969,sternotomy,sutures,located_at,220
C0442739,C1523994,unchanged,equipment,modify,214
C0521530,areas,consolidation,areas,located_at,246
C1631280,C0000726,quadrant,abdomen,located_at,231
C1523994,C0037949,hardware,spine,located_at,212
vague,C0029053,vague,opacity,modify,212
blunting,C0008767,blunting,scarring,suggestive_of,215
C1705504,C0017446,tip,region,located_at,210
C0442739,C0449830,unchanged,configuration,modify,210
lead,C0018827,lead,ventricle,located_at,223
C0205189,C0018800,borderline,cardiomegaly,modify,209
C1705504,C0011980,tip,diaphragm,located_at,208
C0443246,C0025066,left,mediastinum,modify,208
C1184146,airspace,basilar,airspace,located_at,207
unremarkable,cardiomediastinalsilhouette,unremarkable,cardiomediastinalsilhouette,modify,219
previously,described,previously,described,modify,207
C1522577,C0947630,follow-up,study,modify,207
C0027530,C0037949,cervical,spine,modify,207
C0205360,C1523994,stable,equipment,modify,206
C0029053,C0012634,opacities,disease,suggestive_of,206
C1705504,C0040578,tip,trachea,located_at,206
C0015207,C1269845,eventration,hemidiaphragm,located_at,205
C0441587,C0205132,placement,line,located_at,214
C0262950,C2607943,osseous,findings,located_at,399
C1705504,C1413046,tip,cava,located_at,205
C0522015,C0817096,upright,chest,modify,205
C0205182,C0009450,atypical,infection,modify,204
C0205108,C0008913,distal,clavicle,modify,204
terminating,C0085590,terminating,catheter,modify,219
interval,C0332523,interval,retraction,modify,201
terminating,C0175730,terminating,tube,modify,204
C0205234,C0012634,focal,disease,modify,201
previously,C0582103,previous,examination,modify,201
C0439064,C0028259,multiple,nodules,modify,201
new,C0032326,new,pneumothorax,modify,201
third,C0035561,third,rib,modify,200
C0205090,central,right,central,modify,200
cephalization,C0005847,cephalization,vasculature,located_at,202
C0205277,C0449432,loculated,component,modify,201
unremarkable,C0024109,unremarkable,lungs,modify,199
perihilar,C0017446,perihilar,region,located_at,210
C0810633,C0677535,pacemaker,wall,located_at,203
C0205191,C0012634,chronic,disease,modify,198
C1547225,C0439775,mild,elevation,modify,198
C0332523,C0032225,retraction,pleural,located_at,230
C0750532,C0184511,mildly,improved,modify,197
C1517945,C0024109,loss,lung,located_at,194
C0015252,C0205132,removal,line,located_at,194
C4299032,C0449851,portable,technique,modify,194
C0238767,C0035561,bilateral,rib,modify,194
unremarkable,C0018787,unremarkable,heart,modify,193
diffuse,prominence,diffuse,prominence,modify,193
C0442739,C0004144,unchanged,atelectasis,modify,194
C0441587,C0817096,placement,chest,located_at,193
slightly,C0442800,slightly,enlarged,modify,192
C0085590,C0018792,catheter,atrium,located_at,192
C1265611,C0302908,amount,fluid,modify,192
C0444764,C0175730,coiled,tube,modify,194
C0205200,C0449584,confluent,opacification,modify,191
C0522014,C0817096,erect,chest,modify,191
C0972395,C0025080,aicd,device,modify,191
cardiogenic,C0013604,cardiogenic,edema,modify,192
C0439064,C0180499,multiple,drains,modify,191
C0205197,C1514893,complete,resolution,modify,190
extensive,C0013990,extensive,emphysema,modify,190
C0543467,C0524724,surgical,staples,modify,195
C0439794,C0449584,dense,opacification,modify,188
C0439064,C0000768,multiple,deformities,modify,188
C0205132,C0178587,linear,density,modify,188
C0449911,C0000726,view,abdomen,located_at,191
C0577559,C0796494,mass,lobe,located_at,187
eighth,C0035561,eighth,rib,modify,187
C1705504,vena,tip,vena,located_at,187
C0205277,C0032326,loculated,pneumothorax,modify,187
C0521530,C0032285,consolidation,pneumonia,suggestive_of,186
C0302908,C0600644,fluid,collection,located_at,295
initial,C1306645,initial,radiograph,modify,186
C0024109,apices,lung,apices,located_at,221
C0392747,C0695640,changes,acromioclavicular,located_at,185
C0024202,C0746922,lymph,nodes,located_at,217
C0205400,C0205039,thickening,bronchial,located_at,185
cvc,ij,cvc,ij,located_at,231
C0442808,C0013604,increasing,edema,modify,184
C1547225,C0011164,mild,degenerative,modify,184
C0522501,C0442800,markedly,enlarged,modify,185
C0577559,C0024109,mass,lung,located_at,188
C0012634,C0796494,disease,lobe,located_at,183
C0178587,C0178499,density,base,located_at,184
C0205246,C0029453,generalized,osteopenia,modify,183
C0449584,bibasilar,opacification,bibasilar,located_at,212
new,C0332448,new,infiltrates,modify,236
C0205082,C0332469,major,fissure,modify,182
C0205217,C0004144,increased,atelectasis,modify,183
slightly,C0205251,slightly,low,modify,181
C0442739,C0179740,unchanged,picc,modify,183
redemonstration,C0016658,redemonstration,fractures,modify,181
C0443246,C0205102,left,internal,modify,181
C0205090,mainstem,right,mainstem,modify,180
C0175895,C0746922,calcified,nodes,modify,180
C0443246,C0972395,left-sided,aicd,modify,182
C0817096,C3179046,thoracic,inlet,located_at,214
unremarkable,hila,unremarkable,hila,modify,180
C0175722,C0817096,clips,chest,located_at,181
C0750729,C0542339,courses,below,modify,180
C0184511,C0004144,improved,atelectasis,modify,179
C0180307,pad,defibrillator,pad,modify,178
normal,C0700364,normal,appearance,modify,178
C0205210,C1707520,clinical,correlation,modify,178
lateral,costophrenic,lateral,costophrenic,modify,177
expected,C0450429,expected,location,modify,177
C0205217,C0032326,increase,pneumothorax,modify,177
significant,C0013604,significant,edema,modify,177
C0205191,C0000768,chronic,deformities,modify,176
innominate,C0042449,innominate,vein,located_at,176
C0175730,C0040578,tube,trachea,located_at,181
obscured,silhouette,obscured,silhouette,modify,178
interval,C0441478,interval,advancement,modify,177
C0040590,C0520453,tracheostomy,cannula,modify,237
within,normallimits,within,normallimits,modify,175
C0005910,C0175730,weighted,tube,modify,175
C1609982,C0013687,residual,effusion,modify,174
unremarkable,C0025066,unremarkable,mediastinum,modify,175
C1547225,C0184511,mild,improvement,modify,174
C0018787,C0449830,cardiac,configuration,modify,199
C1282910,C0934569,upper,hemithorax,modify,174
C0521530,C0009450,consolidation,infection,suggestive_of,258
C0344329,C0796494,collapse,lobe,located_at,177
C0441994,C0449468,lower,volumes,modify,174
cardiomediastinal,C0876954,cardiomediastinal,contour,located_at,188
C1282910,zones,upper,zones,modify,174
C0442739,C0180499,unchanged,drain,modify,175
C0700364,C0024109,appearance,lungs,located_at,176
C0543467,C0038969,surgical,sutures,modify,173
C0234621,C0040300,visualized,tissues,modify,173
C0449584,airspace,opacification,airspace,located_at,181
C0442800,C0013687,enlarging,effusion,modify,179
C0012359,C0003483,ectasia,aorta,located_at,172
C0005978,C0038969,wire,sutures,located_at,202
C0205385,C0003483,ascending,aorta,modify,170
C0442739,C0876954,unchanged,contours,modify,170
C1705504,C0014876,tip,esophagus,located_at,170
C0443246,C0085590,left-sided,catheter,modify,170
serial,C1306645,serial,radiographs,modify,169
C0332459,C0016658,compression,fracture,modify,169
lowlung,C0449468,lowlung,volumes,modify,183
lead,C0018792,lead,atrium,located_at,170
C1547225,C0700148,mild,congestion,modify,168
C0205284,C1306645,margin,radiograph,located_at,180
C0000768,C0037949,deformities,spine,located_at,168
C0205266,C0262950,intact,bones,modify,167
C0205266,C0678594,intact,structures,modify,167
C0085590,C0934569,catheter,hemithorax,located_at,167
C0028259,C0796494,nodule,lobe,located_at,166
C0185023,C1523994,fixation,hardware,modify,168
C0020564,C0018787,enlargement,cardiac,located_at,199
C1705504,C0444598,tip,mid,located_at,166
bilaterally,C0522501,bilaterally,markings,modify,168
C0442739,C2607943,unchanged,findings,modify,192
C1522577,C0582103,follow-up,examination,modify,165
C0336867,C0182537,balloon,pump,located_at,228
C0205234,areas,focal,areas,modify,164
nosignificant,C0392747,nosignificant,change,modify,164
C0442739,C0179740C0205132,unchanged,picc line,modify,163
projects,C1705504,projects,tip,modify,169
C0029053,C0019080,opacity,hemorrhage,suggestive_of,163
C0687676,C0549183,post,median,modify,163
C0175649,C0184252,prosthesis,valve,located_at,174
C1705504,C0018827,tip,ventricle,located_at,163
prominence,silhouette,prominence,silhouette,modify,162
